year;month;day;hour;NO;NOx;O3;PM10;
2005;8;3;22;0.000000;11.0000;38.0000;19.5000;
2005;8;3;23;0.000000;10.0000;38.0000;19.5000;
2005;8;3;24;0.000000;8.00000;30.0000;19.5000;
2005;8;4;1;1.00000;10.0000;28.0000;14.3000;
2005;8;4;2;1.00000;11.0000;16.0000;14.3000;
2005;8;4;3;1.00000;11.0000;6.00000;14.3000;
2005;8;4;4;1.00000;11.0000;8.00000;14.3000;
2005;8;4;5;1.00000;13.0000;6.00000;14.3000;
2005;8;4;6;1.00000;13.0000;10.0000;14.3000;
2005;8;4;7;2.00000;17.0000;12.0000;14.3000;
2005;8;4;8;6.00000;25.0000;14.0000;14.3000;
2005;8;4;9;6.00000;27.0000;22.0000;14.3000;
2005;8;4;10;5.00000;25.0000;42.0000;14.3000;
2005;8;4;11;1.00000;8.00000;78.0000;14.3000;
2005;8;4;12;1.00000;6.00000;92.0000;14.3000;
2005;8;4;13;1.00000;6.00000;100.000;14.3000;
2005;8;4;14;1.00000;6.00000;104.000;14.3000;
2005;8;4;15;1.00000;4.00000;110.000;14.3000;
2005;8;4;16;0.000000;6.00000;116.000;14.3000;
2005;8;4;17;1.00000;6.00000;114.000;14.3000;
2005;8;4;18;1.00000;10.0000;80.0000;14.3000;
2005;8;4;19;0.000000;10.0000;82.0000;14.3000;
2005;8;4;20;0.000000;8.00000;74.0000;14.3000;
2005;8;4;21;0.000000;8.00000;62.0000;14.3000;
2005;8;4;22;0.000000;8.00000;44.0000;14.3000;
2005;8;4;23;1.00000;11.0000;26.0000;14.3000;
2005;8;4;24;1.00000;11.0000;30.0000;14.3000;
2005;8;5;1;0.000000;6.00000;48.0000;11.7000;
2005;8;5;2;0.000000;4.00000;44.0000;11.7000;
2005;8;5;3;0.000000;6.00000;36.0000;11.7000;
2005;8;5;4;0.000000;4.00000;14.0000;11.7000;
2005;8;5;5;0.000000;8.00000;16.0000;11.7000;
2005;8;5;6;1.00000;10.0000;20.0000;11.7000;
2005;8;5;7;2.00000;13.0000;20.0000;11.7000;
2005;8;5;8;1.00000;10.0000;60.0000;11.7000;
2005;8;5;9;2.00000;13.0000;78.0000;11.7000;
2005;8;5;10;1.00000;8.00000;96.0000;11.7000;
2005;8;5;11;0.000000;4.00000;102.000;11.7000;
2005;8;5;12;0.000000;4.00000;108.000;11.7000;
2005;8;5;13;0.000000;4.00000;116.000;11.7000;
2005;8;5;14;0.000000;4.00000;118.000;11.7000;
2005;8;5;15;0.000000;6.00000;124.000;11.7000;
2005;8;5;16;1.00000;8.00000;128.000;11.7000;
2005;8;5;17;1.00000;6.00000;130.000;11.7000;
2005;8;5;18;1.00000;6.00000;130.000;11.7000;
2005;8;5;19;1.00000;8.00000;110.000;11.7000;
2005;8;5;20;1.00000;13.0000;74.0000;11.7000;
2005;8;5;21;1.00000;15.0000;52.0000;11.7000;
2005;8;5;22;0.000000;13.0000;44.0000;11.7000;
2005;8;5;23;0.000000;10.0000;36.0000;11.7000;
2005;8;5;24;1.00000;11.0000;38.0000;11.7000;
2005;8;6;1;0.000000;15.0000;36.0000;18.2000;
2005;8;6;2;0.000000;15.0000;24.0000;18.2000;
2005;8;6;3;0.000000;17.0000;28.0000;18.2000;
2005;8;6;4;0.000000;8.00000;20.0000;18.2000;
2005;8;6;5;1.00000;13.0000;12.0000;18.2000;
2005;8;6;6;1.00000;10.0000;18.0000;18.2000;
2005;8;6;7;1.00000;10.0000;34.0000;18.2000;
2005;8;6;8;1.00000;8.00000;58.0000;18.2000;
2005;8;6;9;1.00000;8.00000;82.0000;18.2000;
2005;8;6;10;1.00000;11.0000;82.0000;18.2000;
2005;8;6;11;1.00000;6.00000;98.0000;18.2000;
2005;8;6;12;1.00000;4.00000;106.000;18.2000;
2005;8;6;13;0.000000;4.00000;118.000;18.2000;
2005;8;6;14;0.000000;4.00000;124.000;18.2000;
2005;8;6;15;1.00000;4.00000;126.000;18.2000;
2005;8;6;16;0.000000;6.00000;118.000;18.2000;
2005;8;6;17;0.000000;6.00000;114.000;18.2000;
2005;8;6;18;1.00000;6.00000;112.000;18.2000;
2005;8;6;19;1.00000;6.00000;108.000;18.2000;
2005;8;6;20;0.000000;6.00000;88.0000;18.2000;
2005;8;6;21;0.000000;8.00000;70.0000;18.2000;
2005;8;6;22;0.000000;8.00000;48.0000;18.2000;
2005;8;6;23;0.000000;8.00000;42.0000;18.2000;
2005;8;6;24;0.000000;8.00000;38.0000;18.2000;
2005;8;7;1;0.000000;6.00000;46.0000;13.0000;
2005;8;7;2;0.000000;8.00000;46.0000;13.0000;
2005;8;7;3;1.00000;10.0000;30.0000;13.0000;
2005;8;7;4;0.000000;6.00000;28.0000;13.0000;
2005;8;7;5;0.000000;6.00000;58.0000;13.0000;
2005;8;7;6;0.000000;4.00000;60.0000;13.0000;
2005;8;7;7;0.000000;4.00000;62.0000;13.0000;
2005;8;7;8;0.000000;2.00000;64.0000;13.0000;
2005;8;7;9;0.000000;4.00000;68.0000;13.0000;
2005;8;7;10;0.000000;2.00000;68.0000;13.0000;
2005;8;7;11;0.000000;2.00000;76.0000;13.0000;
2005;8;7;12;0.000000;2.00000;78.0000;13.0000;
2005;8;7;13;0.000000;4.00000;80.0000;13.0000;
2005;8;7;14;0.000000;2.00000;78.0000;13.0000;
2005;8;7;15;1.00000;2.00000;80.0000;13.0000;
2005;8;7;16;0.000000;2.00000;84.0000;13.0000;
2005;8;7;17;0.000000;2.00000;84.0000;13.0000;
2005;8;7;18;0.000000;2.00000;88.0000;13.0000;
2005;8;7;19;0.000000;4.00000;84.0000;13.0000;
2005;8;7;20;0.000000;2.00000;68.0000;13.0000;
2005;8;7;21;0.000000;6.00000;28.0000;13.0000;
2005;8;7;22;0.000000;6.00000;34.0000;13.0000;
2005;8;7;23;0.000000;8.00000;28.0000;13.0000;
2005;8;7;24;0.000000;8.00000;26.0000;13.0000;
2005;8;8;1;0.000000;8.00000;26.0000;9.10000;
2005;8;8;2;0.000000;8.00000;24.0000;9.10000;
2005;8;8;3;0.000000;8.00000;20.0000;9.10000;
2005;8;8;4;0.000000;10.0000;12.0000;9.10000;
2005;8;8;5;0.000000;10.0000;8.00000;9.10000;
2005;8;8;6;1.00000;11.0000;14.0000;9.10000;
2005;8;8;7;2.00000;13.0000;20.0000;9.10000;
2005;8;8;8;4.00000;17.0000;32.0000;9.10000;
2005;8;8;9;2.00000;11.0000;50.0000;9.10000;
2005;8;8;10;1.00000;8.00000;66.0000;9.10000;
2005;8;8;11;2.00000;11.0000;80.0000;9.10000;
2005;8;8;12;0.000000;8.00000;88.0000;9.10000;
2005;8;8;13;1.00000;8.00000;92.0000;9.10000;
2005;8;8;14;1.00000;6.00000;96.0000;9.10000;
2005;8;8;15;0.000000;6.00000;98.0000;9.10000;
2005;8;8;16;1.00000;4.00000;102.000;9.10000;
2005;8;8;17;0.000000;4.00000;100.000;9.10000;
2005;8;8;18;1.00000;4.00000;96.0000;9.10000;
2005;8;8;19;1.00000;6.00000;90.0000;9.10000;
2005;8;8;20;0.000000;6.00000;72.0000;9.10000;
2005;8;8;21;0.000000;10.0000;50.0000;9.10000;
2005;8;8;22;0.000000;13.0000;30.0000;9.10000;
2005;8;8;23;0.000000;11.0000;26.0000;9.10000;
2005;8;8;24;0.000000;13.0000;14.0000;9.10000;
2005;8;9;1;0.000000;10.0000;10.0000;13.0000;
2005;8;9;2;0.000000;11.0000;10.0000;13.0000;
2005;8;9;3;0.000000;10.0000;12.0000;13.0000;
2005;8;9;4;1.00000;6.00000;22.0000;13.0000;
2005;8;9;5;1.00000;8.00000;16.0000;13.0000;
2005;8;9;6;2.00000;15.0000;8.00000;13.0000;
2005;8;9;7;5.00000;15.0000;10.0000;13.0000;
2005;8;9;8;2.00000;11.0000;38.0000;13.0000;
2005;8;9;9;1.00000;10.0000;66.0000;13.0000;
2005;8;9;10;1.00000;6.00000;78.0000;13.0000;
2005;8;9;11;1.00000;10.0000;86.0000;13.0000;
2005;8;9;12;1.00000;6.00000;98.0000;13.0000;
2005;8;9;13;1.00000;6.00000;100.000;13.0000;
2005;8;9;14;1.00000;4.00000;106.000;13.0000;
2005;8;9;15;0.000000;2.00000;108.000;13.0000;
2005;8;9;16;0.000000;4.00000;108.000;13.0000;
2005;8;9;17;1.00000;4.00000;106.000;13.0000;
2005;8;9;18;1.00000;4.00000;108.000;13.0000;
2005;8;9;19;1.00000;6.00000;102.000;13.0000;
2005;8;9;20;1.00000;8.00000;76.0000;13.0000;
2005;8;9;21;0.000000;10.0000;64.0000;13.0000;
2005;8;9;22;0.000000;8.00000;58.0000;13.0000;
2005;8;9;23;1.00000;8.00000;48.0000;13.0000;
2005;8;9;24;0.000000;8.00000;24.0000;13.0000;
2005;8;10;1;0.000000;8.00000;18.0000;24.7000;
2005;8;10;2;0.000000;6.00000;16.0000;24.7000;
2005;8;10;3;0.000000;6.00000;18.0000;24.7000;
2005;8;10;4;1.00000;6.00000;14.0000;24.7000;
2005;8;10;5;1.00000;10.0000;18.0000;24.7000;
2005;8;10;6;1.00000;10.0000;10.0000;24.7000;
2005;8;10;7;7.00000;21.0000;6.00000;24.7000;
2005;8;10;8;5.00000;17.0000;20.0000;24.7000;
2005;8;10;9;4.00000;13.0000;44.0000;24.7000;
2005;8;10;10;-999;-999;-999;24.7000;
2005;8;10;11;-999;-999;-999;24.7000;
2005;8;10;12;0.000000;4.00000;100.000;24.7000;
2005;8;10;13;1.00000;6.00000;118.000;24.7000;
2005;8;10;14;1.00000;4.00000;130.000;24.7000;
2005;8;10;15;1.00000;4.00000;118.000;24.7000;
2005;8;10;16;1.00000;6.00000;120.000;24.7000;
2005;8;10;17;1.00000;10.0000;122.000;24.7000;
2005;8;10;18;1.00000;6.00000;120.000;24.7000;
2005;8;10;19;1.00000;10.0000;110.000;24.7000;
2005;8;10;20;1.00000;8.00000;90.0000;24.7000;
2005;8;10;21;1.00000;6.00000;74.0000;24.7000;
2005;8;10;22;1.00000;8.00000;44.0000;24.7000;
2005;8;10;23;1.00000;8.00000;34.0000;24.7000;
2005;8;10;24;1.00000;10.0000;20.0000;24.7000;
2005;8;11;1;1.00000;8.00000;16.0000;18.2000;
2005;8;11;2;1.00000;8.00000;16.0000;18.2000;
2005;8;11;3;1.00000;6.00000;18.0000;18.2000;
2005;8;11;4;0.000000;4.00000;24.0000;18.2000;
2005;8;11;5;1.00000;6.00000;24.0000;18.2000;
2005;8;11;6;1.00000;8.00000;14.0000;18.2000;
2005;8;11;7;2.00000;11.0000;14.0000;18.2000;
2005;8;11;8;2.00000;13.0000;20.0000;18.2000;
2005;8;11;9;2.00000;11.0000;36.0000;18.2000;
2005;8;11;10;1.00000;10.0000;46.0000;18.2000;
2005;8;11;11;1.00000;6.00000;60.0000;18.2000;
2005;8;11;12;1.00000;4.00000;74.0000;18.2000;
2005;8;11;13;1.00000;10.0000;56.0000;18.2000;
2005;8;11;14;1.00000;13.0000;38.0000;18.2000;
2005;8;11;15;2.00000;17.0000;50.0000;18.2000;
2005;8;11;16;2.00000;11.0000;70.0000;18.2000;
2005;8;11;17;1.00000;6.00000;82.0000;18.2000;
2005;8;11;18;1.00000;6.00000;78.0000;18.2000;
2005;8;11;19;1.00000;10.0000;64.0000;18.2000;
2005;8;11;20;1.00000;6.00000;64.0000;18.2000;
2005;8;11;21;1.00000;8.00000;40.0000;18.2000;
2005;8;11;22;1.00000;6.00000;50.0000;18.2000;
2005;8;11;23;1.00000;6.00000;50.0000;18.2000;
2005;8;11;24;1.00000;4.00000;44.0000;18.2000;
2005;8;12;1;1.00000;6.00000;34.0000;13.0000;
2005;8;12;2;1.00000;4.00000;38.0000;13.0000;
2005;8;12;3;1.00000;8.00000;20.0000;13.0000;
2005;8;12;4;1.00000;6.00000;24.0000;13.0000;
2005;8;12;5;4.00000;11.0000;12.0000;13.0000;
2005;8;12;6;2.00000;11.0000;16.0000;13.0000;
2005;8;12;7;1.00000;8.00000;30.0000;13.0000;
2005;8;12;8;1.00000;10.0000;28.0000;13.0000;
2005;8;12;9;1.00000;8.00000;46.0000;13.0000;
2005;8;12;10;1.00000;6.00000;50.0000;13.0000;
2005;8;12;11;1.00000;6.00000;66.0000;13.0000;
2005;8;12;12;1.00000;4.00000;80.0000;13.0000;
2005;8;12;13;1.00000;2.00000;90.0000;13.0000;
2005;8;12;14;1.00000;2.00000;92.0000;13.0000;
2005;8;12;15;1.00000;4.00000;96.0000;13.0000;
2005;8;12;16;1.00000;4.00000;102.000;13.0000;
2005;8;12;17;1.00000;6.00000;98.0000;13.0000;
2005;8;12;18;1.00000;4.00000;92.0000;13.0000;
2005;8;12;19;1.00000;4.00000;90.0000;13.0000;
2005;8;12;20;1.00000;6.00000;68.0000;13.0000;
2005;8;12;21;1.00000;8.00000;44.0000;13.0000;
2005;8;12;22;2.00000;15.0000;30.0000;13.0000;
2005;8;12;23;2.00000;31.0000;8.00000;13.0000;
2005;8;12;24;2.00000;23.0000;8.00000;13.0000;
2005;8;13;1;1.00000;31.0000;6.00000;14.3000;
2005;8;13;2;1.00000;27.0000;8.00000;14.3000;
2005;8;13;3;1.00000;23.0000;8.00000;14.3000;
2005;8;13;4;0.000000;13.0000;8.00000;14.3000;
2005;8;13;5;1.00000;19.0000;10.0000;14.3000;
2005;8;13;6;5.00000;27.0000;4.00000;14.3000;
2005;8;13;7;5.00000;23.0000;14.0000;14.3000;
2005;8;13;8;4.00000;17.0000;32.0000;14.3000;
2005;8;13;9;2.00000;10.0000;64.0000;14.3000;
2005;8;13;10;1.00000;6.00000;86.0000;14.3000;
2005;8;13;11;1.00000;6.00000;96.0000;14.3000;
2005;8;13;12;1.00000;6.00000;106.000;14.3000;
2005;8;13;13;1.00000;6.00000;114.000;14.3000;
2005;8;13;14;1.00000;6.00000;120.000;14.3000;
2005;8;13;15;1.00000;8.00000;120.000;14.3000;
2005;8;13;16;1.00000;6.00000;124.000;14.3000;
2005;8;13;17;1.00000;6.00000;120.000;14.3000;
2005;8;13;18;1.00000;11.0000;100.000;14.3000;
2005;8;13;19;1.00000;10.0000;80.0000;14.3000;
2005;8;13;20;1.00000;11.0000;62.0000;14.3000;
2005;8;13;21;1.00000;15.0000;40.0000;14.3000;
2005;8;13;22;1.00000;21.0000;20.0000;14.3000;
2005;8;13;23;1.00000;13.0000;24.0000;14.3000;
2005;8;13;24;1.00000;11.0000;40.0000;14.3000;
2005;8;14;1;1.00000;8.00000;52.0000;13.0000;
2005;8;14;2;1.00000;10.0000;44.0000;13.0000;
2005;8;14;3;1.00000;10.0000;32.0000;13.0000;
2005;8;14;4;0.000000;4.00000;34.0000;13.0000;
2005;8;14;5;1.00000;4.00000;50.0000;13.0000;
2005;8;14;6;1.00000;8.00000;34.0000;13.0000;
2005;8;14;7;1.00000;10.0000;36.0000;13.0000;
2005;8;14;8;1.00000;8.00000;48.0000;13.0000;
2005;8;14;9;1.00000;8.00000;60.0000;13.0000;
2005;8;14;10;1.00000;6.00000;84.0000;13.0000;
2005;8;14;11;1.00000;4.00000;98.0000;13.0000;
2005;8;14;12;1.00000;4.00000;104.000;13.0000;
2005;8;14;13;1.00000;4.00000;104.000;13.0000;
2005;8;14;14;1.00000;4.00000;108.000;13.0000;
2005;8;14;15;1.00000;4.00000;106.000;13.0000;
2005;8;14;16;1.00000;4.00000;110.000;13.0000;
2005;8;14;17;1.00000;4.00000;90.0000;13.0000;
2005;8;14;18;1.00000;4.00000;92.0000;13.0000;
2005;8;14;19;1.00000;6.00000;72.0000;13.0000;
2005;8;14;20;1.00000;6.00000;88.0000;13.0000;
2005;8;14;21;1.00000;4.00000;92.0000;13.0000;
2005;8;14;22;1.00000;4.00000;76.0000;13.0000;
2005;8;14;23;1.00000;6.00000;44.0000;13.0000;
2005;8;14;24;1.00000;6.00000;42.0000;13.0000;
2005;8;15;1;1.00000;4.00000;48.0000;7.80000;
2005;8;15;2;1.00000;6.00000;38.0000;7.80000;
2005;8;15;3;1.00000;6.00000;36.0000;7.80000;
2005;8;15;4;0.000000;4.00000;38.0000;7.80000;
2005;8;15;5;1.00000;4.00000;26.0000;7.80000;
2005;8;15;6;1.00000;8.00000;22.0000;7.80000;
2005;8;15;7;1.00000;8.00000;30.0000;7.80000;
2005;8;15;8;1.00000;8.00000;38.0000;7.80000;
2005;8;15;9;1.00000;8.00000;48.0000;7.80000;
2005;8;15;10;1.00000;6.00000;58.0000;7.80000;
2005;8;15;11;1.00000;4.00000;72.0000;7.80000;
2005;8;15;12;1.00000;4.00000;80.0000;7.80000;
2005;8;15;13;1.00000;4.00000;86.0000;7.80000;
2005;8;15;14;1.00000;4.00000;86.0000;7.80000;
2005;8;15;15;1.00000;4.00000;88.0000;7.80000;
2005;8;15;16;1.00000;4.00000;76.0000;7.80000;
2005;8;15;17;1.00000;4.00000;58.0000;7.80000;
2005;8;15;18;1.00000;4.00000;84.0000;7.80000;
2005;8;15;19;1.00000;8.00000;66.0000;7.80000;
2005;8;15;20;1.00000;6.00000;52.0000;7.80000;
2005;8;15;21;1.00000;4.00000;32.0000;7.80000;
2005;8;15;22;1.00000;6.00000;24.0000;7.80000;
2005;8;15;23;1.00000;8.00000;16.0000;7.80000;
2005;8;15;24;1.00000;6.00000;24.0000;7.80000;
2005;8;16;1;1.00000;8.00000;18.0000;9.10000;
2005;8;16;2;1.00000;10.0000;14.0000;9.10000;
2005;8;16;3;1.00000;11.0000;10.0000;9.10000;
2005;8;16;4;1.00000;11.0000;8.00000;9.10000;
2005;8;16;5;1.00000;11.0000;8.00000;9.10000;
2005;8;16;6;1.00000;11.0000;10.0000;9.10000;
2005;8;16;7;5.00000;19.0000;14.0000;9.10000;
2005;8;16;8;4.00000;17.0000;22.0000;9.10000;
2005;8;16;9;5.00000;21.0000;24.0000;9.10000;
2005;8;16;10;6.00000;27.0000;24.0000;9.10000;
2005;8;16;11;5.00000;27.0000;26.0000;9.10000;
2005;8;16;12;5.00000;21.0000;44.0000;9.10000;
2005;8;16;13;4.00000;15.0000;60.0000;9.10000;
2005;8;16;14;1.00000;8.00000;86.0000;9.10000;
2005;8;16;15;1.00000;6.00000;98.0000;9.10000;
2005;8;16;16;1.00000;6.00000;100.000;9.10000;
2005;8;16;17;1.00000;8.00000;100.000;9.10000;
2005;8;16;18;1.00000;8.00000;96.0000;9.10000;
2005;8;16;19;1.00000;8.00000;78.0000;9.10000;
2005;8;16;20;0.000000;13.0000;50.0000;9.10000;
2005;8;16;21;1.00000;15.0000;48.0000;9.10000;
2005;8;16;22;0.000000;13.0000;38.0000;9.10000;
2005;8;16;23;2.00000;27.0000;4.00000;9.10000;
2005;8;16;24;1.00000;17.0000;14.0000;9.10000;
2005;8;17;1;1.00000;13.0000;16.0000;11.7000;
2005;8;17;2;2.00000;13.0000;18.0000;11.7000;
2005;8;17;3;1.00000;13.0000;14.0000;11.7000;
2005;8;17;4;5.00000;19.0000;4.00000;11.7000;
2005;8;17;5;2.00000;15.0000;8.00000;11.7000;
2005;8;17;6;4.00000;17.0000;2.00000;11.7000;
2005;8;17;7;12.0000;33.0000;4.00000;11.7000;
2005;8;17;8;7.00000;27.0000;24.0000;11.7000;
2005;8;17;9;4.00000;17.0000;42.0000;11.7000;
2005;8;17;10;4.00000;19.0000;50.0000;11.7000;
2005;8;17;11;4.00000;21.0000;70.0000;11.7000;
2005;8;17;12;1.00000;11.0000;96.0000;11.7000;
2005;8;17;13;1.00000;6.00000;110.000;11.7000;
2005;8;17;14;1.00000;6.00000;124.000;11.7000;
2005;8;17;15;2.00000;10.0000;134.000;11.7000;
2005;8;17;16;1.00000;8.00000;136.000;11.7000;
2005;8;17;17;1.00000;6.00000;138.000;11.7000;
2005;8;17;18;2.00000;11.0000;126.000;11.7000;
2005;8;17;19;1.00000;11.0000;98.0000;11.7000;
2005;8;17;20;1.00000;15.0000;78.0000;11.7000;
2005;8;17;21;1.00000;13.0000;62.0000;11.7000;
2005;8;17;22;1.00000;11.0000;56.0000;11.7000;
2005;8;17;23;1.00000;10.0000;58.0000;11.7000;
2005;8;17;24;1.00000;8.00000;50.0000;11.7000;
2005;8;18;1;1.00000;13.0000;18.0000;13.0000;
2005;8;18;2;1.00000;11.0000;22.0000;13.0000;
2005;8;18;3;0.000000;13.0000;10.0000;13.0000;
2005;8;18;4;1.00000;13.0000;6.00000;13.0000;
2005;8;18;5;1.00000;10.0000;14.0000;13.0000;
2005;8;18;6;2.00000;13.0000;6.00000;13.0000;
2005;8;18;7;5.00000;21.0000;10.0000;13.0000;
2005;8;18;8;4.00000;13.0000;36.0000;13.0000;
2005;8;18;9;2.00000;15.0000;58.0000;13.0000;
2005;8;18;10;1.00000;10.0000;76.0000;13.0000;
2005;8;18;11;1.00000;8.00000;92.0000;13.0000;
2005;8;18;12;1.00000;6.00000;100.000;13.0000;
2005;8;18;13;1.00000;6.00000;102.000;13.0000;
2005;8;18;14;1.00000;6.00000;106.000;13.0000;
2005;8;18;15;1.00000;8.00000;108.000;13.0000;
2005;8;18;16;1.00000;6.00000;106.000;13.0000;
2005;8;18;17;1.00000;8.00000;106.000;13.0000;
2005;8;18;18;1.00000;8.00000;98.0000;13.0000;
2005;8;18;19;1.00000;10.0000;84.0000;13.0000;
2005;8;18;20;4.00000;23.0000;62.0000;13.0000;
2005;8;18;21;2.00000;17.0000;44.0000;13.0000;
2005;8;18;22;0.000000;13.0000;36.0000;13.0000;
2005;8;18;23;0.000000;10.0000;34.0000;13.0000;
2005;8;18;24;1.00000;11.0000;22.0000;13.0000;
2005;8;19;1;1.00000;11.0000;12.0000;19.5000;
2005;8;19;2;2.00000;13.0000;12.0000;19.5000;
2005;8;19;3;1.00000;13.0000;6.00000;19.5000;
2005;8;19;4;1.00000;10.0000;6.00000;19.5000;
2005;8;19;5;1.00000;8.00000;14.0000;19.5000;
2005;8;19;6;2.00000;15.0000;8.00000;19.5000;
2005;8;19;7;2.00000;11.0000;18.0000;19.5000;
2005;8;19;8;2.00000;10.0000;40.0000;19.5000;
2005;8;19;9;1.00000;10.0000;72.0000;19.5000;
2005;8;19;10;1.00000;8.00000;84.0000;19.5000;
2005;8;19;11;1.00000;6.00000;100.000;19.5000;
2005;8;19;12;1.00000;10.0000;114.000;19.5000;
2005;8;19;13;1.00000;6.00000;122.000;19.5000;
2005;8;19;14;1.00000;6.00000;126.000;19.5000;
2005;8;19;15;1.00000;6.00000;124.000;19.5000;
2005;8;19;16;1.00000;4.00000;122.000;19.5000;
2005;8;19;17;1.00000;6.00000;122.000;19.5000;
2005;8;19;18;1.00000;8.00000;118.000;19.5000;
2005;8;19;19;1.00000;6.00000;118.000;19.5000;
2005;8;19;20;1.00000;8.00000;106.000;19.5000;
2005;8;19;21;1.00000;8.00000;66.0000;19.5000;
2005;8;19;22;1.00000;10.0000;54.0000;19.5000;
2005;8;19;23;0.000000;10.0000;40.0000;19.5000;
2005;8;19;24;0.000000;8.00000;36.0000;19.5000;
2005;8;20;1;1.00000;8.00000;38.0000;-999;
2005;8;20;2;0.000000;8.00000;30.0000;-999;
2005;8;20;3;0.000000;6.00000;34.0000;-999;
2005;8;20;4;0.000000;4.00000;34.0000;-999;
2005;8;20;5;0.000000;6.00000;34.0000;-999;
2005;8;20;6;0.000000;6.00000;32.0000;-999;
2005;8;20;7;2.00000;13.0000;22.0000;-999;
2005;8;20;8;2.00000;15.0000;42.0000;-999;
2005;8;20;9;2.00000;15.0000;52.0000;-999;
2005;8;20;10;1.00000;10.0000;76.0000;-999;
2005;8;20;11;1.00000;8.00000;94.0000;-999;
2005;8;20;12;1.00000;6.00000;106.000;-999;
2005;8;20;13;1.00000;6.00000;110.000;-999;
2005;8;20;14;1.00000;4.00000;114.000;-999;
2005;8;20;15;1.00000;4.00000;114.000;-999;
2005;8;20;16;-999;-999;-999;-999;
2005;8;20;17;-999;-999;-999;-999;
2005;8;20;18;-999;-999;-999;-999;
2005;8;20;19;-999;-999;-999;-999;
2005;8;20;20;-999;-999;-999;-999;
2005;8;20;21;-999;-999;-999;-999;
2005;8;20;22;-999;-999;-999;-999;
2005;8;20;23;-999;-999;-999;-999;
2005;8;20;24;-999;-999;-999;-999;
2005;8;21;1;-999;-999;-999;-999;
2005;8;21;2;-999;-999;-999;-999;
2005;8;21;3;-999;-999;-999;-999;
2005;8;21;4;-999;-999;-999;-999;
2005;8;21;5;-999;-999;-999;-999;
2005;8;21;6;-999;-999;-999;-999;
2005;8;21;7;-999;-999;-999;-999;
2005;8;21;8;-999;-999;-999;-999;
2005;8;21;9;-999;-999;-999;-999;
2005;8;21;10;-999;-999;-999;-999;
2005;8;21;11;-999;-999;-999;-999;
2005;8;21;12;-999;-999;-999;-999;
2005;8;21;13;-999;-999;-999;-999;
2005;8;21;14;-999;-999;-999;-999;
2005;8;21;15;-999;-999;-999;-999;
2005;8;21;16;-999;-999;-999;-999;
2005;8;21;17;-999;-999;-999;-999;
2005;8;21;18;-999;-999;-999;-999;
2005;8;21;19;-999;-999;-999;-999;
2005;8;21;20;-999;-999;-999;-999;
2005;8;21;21;-999;-999;-999;-999;
2005;8;21;22;-999;-999;-999;-999;
2005;8;21;23;-999;-999;-999;-999;
2005;8;21;24;-999;-999;-999;-999;
2005;8;22;1;-999;-999;-999;-999;
2005;8;22;2;-999;-999;-999;-999;
2005;8;22;3;-999;-999;-999;-999;
2005;8;22;4;-999;-999;-999;-999;
2005;8;22;5;-999;-999;-999;-999;
2005;8;22;6;-999;-999;-999;-999;
2005;8;22;7;-999;-999;-999;-999;
2005;8;22;8;-999;-999;-999;-999;
2005;8;22;9;-999;-999;-999;-999;
2005;8;22;10;-999;-999;-999;-999;
2005;8;22;11;-999;-999;-999;-999;
2005;8;22;12;-999;-999;-999;-999;
2005;8;22;13;-999;-999;-999;-999;
2005;8;22;14;-999;-999;-999;-999;
2005;8;22;15;14.0000;90.0000;78.0000;-999;
2005;8;22;16;9.00000;69.0000;84.0000;-999;
2005;8;22;17;7.00000;57.0000;88.0000;-999;
2005;8;22;18;6.00000;48.0000;84.0000;-999;
2005;8;22;19;6.00000;44.0000;58.0000;-999;
2005;8;22;20;5.00000;38.0000;40.0000;-999;
2005;8;22;21;5.00000;34.0000;30.0000;-999;
2005;8;22;22;4.00000;33.0000;22.0000;-999;
2005;8;22;23;5.00000;33.0000;18.0000;-999;
2005;8;22;24;5.00000;33.0000;14.0000;-999;
2005;8;23;1;4.00000;31.0000;16.0000;13.0000;
2005;8;23;2;4.00000;29.0000;12.0000;13.0000;
2005;8;23;3;4.00000;29.0000;16.0000;13.0000;
2005;8;23;4;2.00000;38.0000;16.0000;13.0000;
2005;8;23;5;5.00000;38.0000;8.00000;13.0000;
2005;8;23;6;4.00000;33.0000;8.00000;13.0000;
2005;8;23;7;4.00000;29.0000;12.0000;13.0000;
2005;8;23;8;5.00000;31.0000;20.0000;13.0000;
2005;8;23;9;5.00000;29.0000;28.0000;13.0000;
2005;8;23;10;4.00000;25.0000;44.0000;13.0000;
2005;8;23;11;4.00000;25.0000;58.0000;13.0000;
2005;8;23;12;4.00000;25.0000;70.0000;13.0000;
2005;8;23;13;2.00000;25.0000;78.0000;13.0000;
2005;8;23;14;2.00000;23.0000;84.0000;13.0000;
2005;8;23;15;2.00000;23.0000;90.0000;13.0000;
2005;8;23;16;2.00000;21.0000;98.0000;13.0000;
2005;8;23;17;2.00000;21.0000;102.000;13.0000;
2005;8;23;18;2.00000;19.0000;90.0000;13.0000;
2005;8;23;19;2.00000;19.0000;80.0000;13.0000;
2005;8;23;20;2.00000;19.0000;72.0000;13.0000;
2005;8;23;21;2.00000;19.0000;48.0000;13.0000;
2005;8;23;22;2.00000;17.0000;38.0000;13.0000;
2005;8;23;23;2.00000;17.0000;28.0000;13.0000;
2005;8;23;24;1.00000;19.0000;20.0000;13.0000;
